_x,_y,_width,_height,neutral,happy,sad,angry,fearful,disgusted,surprised,timestamp,numPerson,personId
"140.45486255522428","93.4478820238908","212.76414468884468","228.10208415538074","0.8794272541999817","0.000050965471018571407","0.00012618181062862277","0.000319269864121452","0.0003104731149505824","0.000020124627553741448","0.1197456568479538","1920","1","0"
"140.31854423565218","91.46068345724572","213.7272982299328","230.5017699033022","0.8781136274337769","0.00025300568086095154","0.0008101369603537023","0.0010963327949866652","0.0005631075473502278","0.000046715187636436895","0.11911711096763611","1921","1","0"
"141.8947270606369","93.39439509773527","212.60845795869827","226.959245967865","0.9787312746047974","0.00011798082414316013","0.000031237366783898324","0.00008205704216379672","0.000002516178710720851","0.000013386817045102362","0.02102155052125454","1921","1","0"
"142.54765351732297","94.98282389937519","213.46615238785745","228.79790153503419","0.9803134202957153","0.000333715375745669","0.0009246799745596945","0.0005779719213023782","0.000001128659619098471","0.000649161811452359","0.017199832946062088","1921","1","0"
"142.53218942868702","99.47895260148607","215.17665624618533","223.92421638965607","0.9758750796318054","0.0003215329197701067","0.0005954083753749728","0.0001353495172224939","0.0000017488082448835485","0.00005712765050702728","0.023013751953840256","1921","1","0"
"143.8235328845225","101.72670970965108","212.93589273691182","221.53367099761962","0.9822056293487549","0.000717085087671876","0.0011388934217393398","0.0006012771627865732","0.0000014296118706624839","0.0006600426859222353","0.01467561163008213","1921","1","0"
"141.99753875722172","99.5848509529652","214.61897849142554","226.95916239917275","0.9883707165718079","0.0014432211173698306","0.0017213232349604368","0.00031418586149811745","0.0000014250603044274612","0.00008438539953203872","0.008064843714237213","1921","1","0"
"142.56874595554103","100.53792955580393","213.2515146553516","225.3165772497654","0.9967842102050781","0.00018827036547008902","0.00014840270159766078","0.00003293353074695915","1.470671691095049e-7","0.000005888825853617163","0.0028402742464095354","1921","1","0"
"142.29356839389138","101.10745003739818","213.6996951341629","225.69350892305374","0.9920800924301147","0.0001554338086862117","0.0009866486070677638","0.00007749083306407556","0.000005244983185548335","0.000013886809938412625","0.006681337021291256","1921","1","0"
"141.72610216305338","99.51990970874273","214.84531827270985","227.4088607311249","0.9636838436126709","0.00015620901831425726","0.00007996665954124182","0.0001465030072722584","0.000006204522833286319","0.0000034102667996194214","0.035923879593610764","1921","1","0"
"142.61730887068182","100.90590919134954","213.52553625404838","224.5832481980324","0.9173497557640076","0.0007567142602056265","0.001183357322588563","0.00130400899797678","0.00008641494787298143","0.0001487863773945719","0.07917100191116333","1922","1","0"
"142.31024268929218","101.01000582214158","215.3386479020119","226.06638831496238","0.8439381718635559","0.0006205781828612089","0.0019118383061140776","0.0010788472136482596","0.00022923255164641887","0.0000396815812564455","0.15218162536621094","1922","1","0"
"144.43999643425065","100.03046141085719","215.01207335293293","226.7890866011381","0.7390966415405273","0.00009059361764229834","0.000043009393266402185","0.00019147917919326574","0.00003804686639341526","0.000009708032848720904","0.260530561208725","1922","1","0"
"143.33368272467905","101.27984148343283","216.12515600323678","226.37168877124788","0.7115468382835388","0.0001234998635482043","0.00017680945165921003","0.000498749956022948","0.00013522386143449694","0.00005499906910699792","0.2874639630317688","1922","1","0"
"144.2620281641489","101.21002718934076","214.76133177280423","226.61089693307878","0.4977765679359436","0.00007631477637914941","0.00003391483551240526","0.00017801549984142184","0.00005728821633965708","0.000011678680493787397","0.5018661618232727","1922","1","0"
"141.60035019822794","100.54286271131065","216.9806931495667","230.543194770813","0.6379888653755188","0.00062432826962322","0.00010589610610622913","0.0005387056153267622","0.00024933129316195846","0.00010442808707011864","0.36038854718208313","1922","1","0"
"143.50030834015402","101.91838442650817","215.6760276138783","227.4991595685482","0.5337117314338684","0.000043775293306680396","0.000019523868104442954","0.00014494940114673227","0.00006055411358829588","0.00001349690865026787","0.46600592136383057","1922","1","0"
"143.9539208896004","100.52614483756967","215.44806361198425","228.6152126133442","0.48342594504356384","0.00005553181836148724","0.000005193934157432523","0.00003768771784962155","0.000047559271479258314","0.000004371985596662853","0.5164236426353455","1922","1","0"
"144.33293540488103","98.94957968130392","215.33448189496994","229.55387570858","0.8086495399475098","0.0002658584271557629","0.000016799820514279418","0.00013700654380954802","0.000038157009839778766","0.000016253063222393394","0.19087649881839752","1922","1","0"
"145.78604397156684","99.78475006135987","213.65313787758353","225.1199017167091","0.7443716526031494","0.000050626465963432565","0.000015270796211552806","0.00007395797729259357","0.00009000321733765304","0.00000314353951580415","0.2553952634334564","1922","1","0"
"150.17652327486914","99.49600543998127","209.3294886052609","220.42876942902802","0.8014029264450073","0.00003976834341301583","0.0000018948445585920126","0.000021295940314303152","0.000011138935406052042","7.78498304043751e-7","0.19852209091186523","1923","1","0"
"154.58026984116248","100.68950595266381","207.1425470262766","217.706900806725","0.8128262758255005","0.000020413022866705433","0.0002412430039839819","0.00005027419683756307","0.00006763307465007529","0.000007903067853476387","0.1867862492799759","1923","1","0"
"162.39636146599975","103.44201158927169","200.7938040822745","212.5343496501446","0.9588375091552734","0.000003094949079240905","0.00010301882139174268","0.0000706952196196653","0.00002491609484422952","3.387435469903721e-7","0.040960539132356644","1923","1","0"
"169.33377523984777","104.19908918201607","197.01507847309117","209.14381089806557","0.9594918489456177","0.00002414052505628206","0.00009162952483166009","0.000039871632907306775","0.00010113459575222805","0.0000015753793149997364","0.04024972766637802","1923","1","0"
"177.63416770110805","109.3713076019708","191.56395047307018","201.58398847281933","0.7286562919616699","0.000015371049812529236","0.0000010234455203317339","0.00000332701551997161","0.00004500919385463931","1.348150107105539e-7","0.27127891778945923","1923","1","0"
"184.53736089350886","114.4149765220829","185.89435499310494","193.61812260746953","0.997840404510498","0.000022713682483299635","0.0000010748888144007651","0.00000453215488960268","4.898039946965582e-7","1.470010744242245e-7","0.0021306767594069242","1923","1","0"
"190.40674786265532","121.98662755511778","181.46803897619247","188.19663763046265","0.9982311129570007","0.000004014851583633572","8.331438721143059e-7","0.0000028475219551182818","1.0480680145974475e-7","1.0003401484937058e-7","0.0017609372735023499","1923","1","0"
"195.31597562155778","128.413790494691","175.58939107060428","187.01312204003335","0.9672779440879822","0.00002275904262205586","1.891093326378268e-8","0.0000021808027668157592","6.416836981770757e-7","3.096119982615164e-8","0.03269633650779724","1923","1","0"
"198.87059867733353","134.31932719879342","171.5968985438347","183.424523332715","0.9972244501113892","0.000004894679477729369","0.0000026972520572599024","0.0000013945887076260988","4.896077712146507e-7","2.6884979575925172e-8","0.002766197780147195","1923","1","0"
"201.53873537195295","143.49351324043727","166.57291209697723","173.67988629341122","0.987732470035553","0.000016610330931143835","0.000001715666257950943","0.000005056994268670678","5.72735302739602e-7","6.196973600935962e-8","0.012243298813700676","1923","1","0"
"204.2343067897677","152.8886880341622","162.50113300681113","168.08739330768583","0.9996872544288635","0.000005833838713442674","4.2074358930221933e-7","1.4938618164705986e-7","1.8122584544144615e-9","1.3862947456644292e-9","0.0003062225296162069","1924","1","0"
"205.76075474012356","155.15316131909097","158.0891900360584","164.88298771083356","0.9983688592910767","0.000003929694685211871","0.00020203828171361238","0.000008187044841179159","0.0000011940882131966646","5.7392007590806315e-8","0.0014157149707898498","1924","1","0"
"206.82147534953216","154.83400529073413","155.274571788311","159.32436914741993","0.9997158646583557","0.00000676396984999883","0.0000157833219418535","0.0001420363551005721","1.1410752875917751e-7","1.4126555925031425e-7","0.00011955816444242373","1924","1","0"
"207.0227003236082","152.39712496926654","156.63880335688592","159.40194511413574","0.9989744424819946","0.000009695245353213977","0.000001633450096960587","0.00003167996692354791","1.9324976108237024e-7","1.4302338513516588e-7","0.0009821404237300158","1924","1","0"
"206.68900771203312","151.76606432912143","156.86335038542745","160.71668640375137","0.9668601751327515","0.00000912312407308491","0.00009407508332515135","0.000053944291721563786","0.000028799224310205318","0.0000022168869691086","0.03295167535543442","1924","1","0"
"205.9297164838263","152.2961951450044","158.3689299970865","160.28415184020992","0.9945977926254272","0.000010746528460003901","0.000004980091034667566","0.000023192536900751293","0.0000022297556370176608","0.000001057792815117864","0.005359862931072712","1924","1","0"
"206.079942959374","151.9594108732658","156.49498783349986","165.06142954230307","0.9793472290039062","0.000002594657416921109","0.0003516026772558689","0.000062868173699826","0.00004293593519832939","0.0000010135807997357915","0.02019171603024006","1924","1","0"
"205.1042848267614","154.79902223678243","156.37655414342885","163.1429370045662","0.9978036880493164","0.0000024054238565440755","0.000006693709565297468","0.0000025939473289326997","9.694078926258953e-7","7.697530435279987e-8","0.0021838087122887373","1924","1","0"
"201.00029536643382","154.57808116993215","159.0270021557808","164.24323697984218","0.9885959625244141","0.0000014155644976199255","0.006507443729788065","0.0001038522386807017","0.000030189861718099564","4.812578140445112e-7","0.004760685842484236","1924","1","0"
"200.3262011932341","155.5613121632685","157.69290930032727","165.3952518850565","0.9941473603248596","0.0000023280658751900773","0.000029822478609276004","0.00004709999120677821","0.000009593116374162491","2.2062617688334285e-7","0.00576360709965229","1924","1","0"
"194.99237459840995","156.70504922273946","161.04370794296267","166.1150404393673","0.9822384119033813","0.000005421344212663826","0.003438350511714816","0.00018112975521944463","0.00006082225445425138","0.000002298473873452167","0.014073522761464119","1925","1","0"
"195.16932820267155","155.85131579875625","160.65326083302494","165.13832198381425","0.9724810719490051","0.00002713778849283699","0.004747631028294563","0.00021625767112709582","0.000017267870134674013","0.000010345846021664329","0.02250031754374504","1925","1","0"
"192.1929947575794","156.06386403281675","162.86953536272048","166.5452199697494","0.9283798336982727","7.904374115241808e-7","0.049482282251119614","0.0010805901838466525","0.00007994773477548733","8.041953378778999e-7","0.02097577042877674","1925","1","0"
"191.4217482443382","156.23229241280634","164.01147655248644","167.5892917782068","0.9976797699928284","4.2456170490368095e-7","0.0008369198767468333","0.000033555585105204955","8.342019555129809e-7","4.090455263394688e-7","0.0014479674864560366","1925","1","0"
"191.0565684075061","157.84328155441932","163.03893910646445","167.58703346550465","0.9982287287712097","8.071639285844867e-7","0.00008296967280330136","0.00002413489346508868","0.000001268249661734444","1.2612169086878566e-7","0.001661787391640246","1925","1","0"
"189.39823950267413","156.92602007035097","164.68637051582337","170.357422542572","0.9934197068214417","1.4623810784542002e-7","0.0009436662658117712","0.000030446670280070975","0.000002710417675189092","1.416122330510916e-7","0.005603326018899679","1925","1","0"
"190.5434996899116","158.37905327401836","163.38357800245288","167.84937040507793","0.9875524044036865","0.000003691832034746767","0.00335882231593132","0.0001603678974788636","0.00003323127020848915","0.0000017824113456299528","0.008889728225767612","1925","1","0"
"190.30144315747546","159.00358802185082","162.66631774306302","168.50853994488716","0.9796080589294434","0.00000975289185589645","0.00012114217679481953","0.0002359395002713427","0.000016192880138987675","0.000010169578672503121","0.019998759031295776","1925","1","0"
"189.84150847655002","158.9202337894562","164.36207503080368","169.78182055950163","0.9885363578796387","0.000009659574971010443","0.0000630832728347741","0.0000940282698138617","0.000003880975782522","0.0000010510082120163133","0.011291926726698875","1925","1","0"
